NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
298	клин	цахц	3	čuj					č				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
298	клин	крыз	4	kɨn					k				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
298	клин	буд	3	paz					p				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
298	клин	хин	4	χak					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	анд	5	hamk'ʷo					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	чам	3	ankʷ						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	чамг	3	anku						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	инх	3	ʁib					ʁ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	цез	3	ok'o						o			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	гин	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	бежт	3	mäq					m		для забора		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	бежх	3	mäq					m		для забора		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	гунз	3	maq					m		для забора		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	лак	3	ma1r					m		маленький		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	лак	3	tːala					tː		большой		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	арч	3	č'et					č'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	рутл	3	χak					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	цах	3	čuj					č				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	цахг	3	čuj					č				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	цахц	3	čuj					č				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	крыз	3	meχ					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	буд	3	paz					p				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
299	кол	хин	4	χak					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	анд	4	c'ul					c'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	чам	4	č'ant'a					č'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	чамг	4	č'ant'a					č'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	инх	4	k'ant'a					k'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	цез	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	гин	3	hebo					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	бежт	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	бежх	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	гунз	4	žoχi					ž				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	лак	4	tːarx					tː				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	арч	4	k'ʷaʜan(i)					k'ʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	рутл	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	цах	4	t'at'a					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	цахг	4	t'at'a					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	цахц	4	t'at'a					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	крыз	4	räs					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	буд	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
300	палка	хин	NA	NA									средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	анд	4	himu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	чам	5	him					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	чамг	4	himi					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	инх	5	emu						e			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	цез	2	imu						i			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	гин	2	imu						i			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	бежт	5	emö						e			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	бежх	5	emo						e			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	гунз	5	emu						e			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	лак	4	pːa					pː				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	арч	4	dab					d				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	рутл	4	rab					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	цах	4	rab					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	цахг	4	rab					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	цахц	4	rab					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	крыз	3	reb					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	буд	4	reb					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
301	шило	хин	3	pla					p				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	анд	5	bežun					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	чам	3	bezũ					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	чамг	3	bezun					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	инх	3	buq'un					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	цез	3	mura // muri					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	гин	3	maq'ʷare					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	бежт	3	nöwši					n				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	бежх	3	nepc'i					n				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	гунз	3	nebsi					n				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	лак	3	χːalaχːi					χː				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	арч	3	t'eʟ'on					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	рутл	3	rub					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	цах	3	wiːba					w				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	цахг	3	wɨjäba					w				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	цахц	3	weːba					w				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	крыз	3	rɨb					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	буд	3	rub					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
302	игла	хин	3	miχez					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	анд	5	bežun					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	чам	3	bezũ					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	чамг	3	bek'un					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	инх	3	buq'un					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	цез	3	mura // muri					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	гин	3	maq'ʷare					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	бежт	4	q'äč'äl					q'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	бежх	4	q'äč'äl					q'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	гунз	4	q'ač'al					q'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	лак	3	k'unu					k'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	арч	3	čun					č				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	рутл	3	luq'un					l				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	цах	3	wuq'na					w				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	цахг	3	wuq'una					w				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	цахц	3	wuq'una					w				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	крыз	3	q'un					q'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	буд	3	q'un					q'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
303	спица вязальная	хин	4	von					v				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	анд	5	c'ːek'a	c'ːek'-u-di			c'ːek'-obi-l	c'ː				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	чам	3	χoχa					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	чамг	3	χoχa					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	инх	3	buruna					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	цез	3	bašiɬsi					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	гин	2	hilu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	бежт	3	pilo					p				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	бежх	3	zoʟ'o		zoʟ'-i-s		zoʟ'-bo	z				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	гунз	3	šɵšɵt'u					š				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	лак	3	χːalaχːi-k'isːa					χː		"игла + палец"	1	средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	арч	3	go1ntəra					g				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	рутл	3	t'ilijadɨ					t'		"палец + jadɨ"	1	средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	цах	3	t'ulung					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	цахг	3	t'ɨlɨng					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	цахц	3	t'ulung					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	крыз	3	ujmäχ						u			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	буд	4	t'il			-i-z // -ini-z	-ibe-r // -imbe-r	t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
304	наперсток	хин	3	ɨstalger						ɨ			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	анд	4	isir						i			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	чам	PL	k'ʷanʟ'be				k'ʷanʟ'be	k'ʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	чамг	4	k'unʟ'ib					k'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	инх	4	qirič'					q				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	цез	4	qerič'					q				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	гин	4	mok'ort'i					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	бежт	4	rüt't'enä					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	бежх	4	rüt'-de-na					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	гунз	4	ruč'-t'ena					r		"резать + t'ena"	1	средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	лак	4	hi1silu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	арч	4	jatːərsi					j				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	рутл	4	q'1ɨč'id					q'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	цах	4	adesːe						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	цахг	4	adesːe						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	цахц	4	adesːe						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	крыз	4	mɨk'rät'					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	буд	4	mɨk'rət'					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
305	ножницы	хин	4	muk'rad					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	анд	4	rošan					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	чам	3	hĩhʷã					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	чамг	5	nisːu					n				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	инх	4	rač'č'i					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	цез	4	roč					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	гин	4	roč					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	бежт	4	räč					r		из козьей шерсти		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	бежх	3	muka					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	бежх	4	sabali					s				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	бежх	4	räč					r		из козьей шерсти		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	гунз	4	rɵč					r		из козьей шерсти		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	лак	3	xːʷa					xːʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	арч	3	ba1k'on(i)					b				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	рутл	3	t'uʔ1					t'		шерстяная		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	рутл	3	awan						a	конопляная		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	цах	3	t'o1ʔa // t'oː1					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	цахг	3	t'u1ʔ					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	цахц	3	t'o1ʔ					t'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	крыз	4	muk'at'					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	буд	3	keškid					k		волосяная		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	хин	4	ǯijä					ǯ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
306	веревка	хин	4	ink'						i			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	анд	4	rekun					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	чам	3	kʷar					kʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	чамг	3	koru					k				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	инх	3	moχo					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	цез	3	moχo					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	гин	2	meq'u					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	бежт	4	röχöš					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	бежх	4	röχöš					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	гунз	4	neχus					n				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	лак	4	χːal					χː		нешерстяная		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	арч	3	kʷar					kʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	рутл	4	uχur						u	нешерстяная		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	рутл	4	kʷely					kʷ		шерстяная		средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	цах	4	uχara						u			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	цахг	4	uχara						u			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	цахц	4	oχara						o			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	крыз	3	χi					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	буд	3	χiri					χ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
307	нитка	хин	3	mɨsɨr					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	анд	4	girgin					g				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	чам	5	ʁam					ʁ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	чамг	5	č'ač'an					č'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	инх	3	čarχi					č				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	цез	3	c'ɵlo					c'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	гин	3	c'eli					c'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	бежт	3	laga					l				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	бежх	3	laga					l				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	гунз	3	č'ile					č'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	лак	3	k'ut'					k'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	арч	3	k'ʷet'					k'ʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	рутл	3	c'ik'ʷ					c'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	цах	3	c'ik'ʷ					c'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	цахг	4	c'ik'ʷ					c'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	цахц	4	kolt'					k				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	крыз	3	k'ɨrk'ɨr					k'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	буд	3	k'et'					k'				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
308	моток ниток	хин	4	nüš // niš					n				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	анд	4	hoʟ'u					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	чам	5	haʟ'ʷ					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	чамг	5	haʟ'u					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	инх	5	hẽʟu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	цез	2	hiʟu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	гин	4	hiʟu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	бежт	5	heʟö					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	бежх	5	heʟo					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	гунз	5	heʟu					h				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	лак	3	qːʷat'a					qːʷ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	арч	4	daq1					d				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	рутл	4	raʁ1					r				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	цах	4	aʁ1aː						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	цахг	4	aʁ1a						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	цахц	4	aʁ1a						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	крыз	4	täräχ					t				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	буд	4	daraʁ					d				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
309	гребень для шерсти	хин	3	daraʁ					d				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	анд	4	migʷa					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	чам	3	minna					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	чамг	3	mirga					m				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	инх	4	ãka						ã			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	цез	4	ʕoʟ'					ʕ				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	гин	4	iʟ'						i			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	бежт	4	ãʟ'						ã			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	бежх	4	aʟ'						a			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	гунз	4	ãʟ'						ã			средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	лак	4	zukːa					z				средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
310	веретено	арч	4	tung-t'a1nk'uli					t		"ось веретена + t'a1nk'uli"	1	средства материальной деятельности	орудия, инструменты, вспомогательные материалы	
